codigo_unico,descripcion,nombre,categoria,marca,precio_compra,precio_venta,stock_actual
06.166.0009,SN,SWITCH DE ENCENDIDO SKR 200S (2018) - MOXAL,REPUESTOS,MOXAL,5.56,7.8,0
06.166.0025,SN,SWITCH DE ENCENDIDO TUNDRA RAPTOR 250(12-18)-MOXAL,REPUESTOS,MOXAL,7.14,10,2
06.166.0002,SN,SWITCH DE ENCENDIDO WY125;SHI.XY150(09-20) - MOXAL,REPUESTOS,MOXAL,5,7,0
71118,SN,SWITCH DE ENCENDIDO XY 125 PASOLA - MOHAKA,REPUESTOS,MOHAKA,5.27,7.4,4
00209,SN,SWITCH DE ENCENDIDO Y TAPA PULSAR 135 - VARROC,REPUESTOS,VARROC,35.35,49.5,0
06.101.0010,SN,SWITCH DE ENCENDIDO-TAPA DE TANQUE XY200 GY6(2019) - MOXAL,REPUESTOS,MOXAL,14.28,20,7
06.166.0021,SN,SWITCH ENCENDIDO 2P XY200GY6 (2011) ;IQM.IM200 - MOXAL,REPUESTOS,MOXAL,6.57,9.21,0
M02860,SN,SWITCH ENCENDIDO 4PIN SOCKET HEMBRA HONDA CB190R - MOTTOX,REPUESTOS,MOTTOX,6.85,9.6,6
06.166.0033,SN,SWITCH ENCENDIDO 6P XY20018(2020);SHI.GP200(2020) - MOXAL,REPUESTOS,MOXAL,6.78,9.5,0
LT003,SN,SWITCH GN125 6 CABLES SOCKET MACHO,REPUESTOS,NA,4.68,6.55,2
SW-0686AC,SN,SWITCH UNIVERSAL ON/OFF - DAVID Y EMILY,REPUESTOS,DAVID Y EMILY,2.49,3.5,5
310450507-0004,SN,SWITCH-SET DE SEGUROS LX-200-23C-0036 (ORIGINAL) - LONCIN,REPUESTOS,CAYAMBE MOTOS IMPORTACIONES Y DISTRIBUCIONES,33.92,47.5,0
RP10461,SN,TABLERO VELOCIMETRO TK H2 CRM - XTR MAX,ACCESORIOS,EXTREME,29.03,40.65,1
281371112-0001,SN,TACOMETRO CR5 ORIGINAL - TUKO,ACCESORIOS,NA,41.06,57.49,1
8239,SN,TACOMETRO DIGITAL LONCIN PRO 5 TUKO - S/M,ACCESORIOS,NA,82.63,115.71,1
8214,SN,TACOMETRO TUKO CR5 DE SEGUNDA,ACCESORIOS,NA,23,32.2,0
M-TAP687,SN,TAPA PRESION RADIADOR BAJAJ PULSAR 200NS/DOMINAR 400UG ORIGINAL (JG601235) - RECALDE,REPUESTOS,RECALDE,6.96,9.75,1
TER00002,SN,TERMINAL DE BUJIA BAJAJ PULSAR 200NS 3PZS - ORIGINAL-IDIRSA,REPUESTOS,IDIRSA,6.75,9.45,1
TET00001,SN,TERMOSTATO BAJAJ PULSAR 200NS-ORIGINAL-IDIRSA,REPUESTOS,IDIRSA,8.57,12.01,0
13141.101-GEN,SN,TERMOSTATO BAJAJ PULSAR200NS (BF601207)-MAGIATY,REPUESTOS,MAGIATY,9.89,13.85,2
M-TRM002,SN,TERMOSTATO LX300-CR6 - RECALDE,REPUESTOS,RECALDE,13.63,19.1,0
06.186.0001,SN,TROMPO DE FRENO DELANTERO-FX2002017,REPUESTOS,MOXAL,0.71,1,10
EF-7075,SN,TROMPO NEUTRO BAJAJ PULSAR 180/220 SW-0836D,REPUESTOS,DAVID Y EMILY,3.45,4.83,2
TRN00011,SN,TROMPO NEUTRO FACTORY FX250 AK47/SHINERAY XY250GY-6A-RCP-IDIRSA,REPUESTOS,IDIRSA,3.35,4.7,5
M00688,SN,TROMPO STOP DE FRENO POSTERIOR SHINERAY XY200GY-6/DY250 CROSSFIRE/DY250 SCRAMBLER/F370/DY TEKKEN-MOTTOX,REPUESTOS,MOTTOX,5.46,7.65,0
8234,SN,VELOCIMETRO 1 SALIDA 125 - ECOMOTOS,ACCESORIOS,ECOMOTOS,26.31,36.85,1
8221,SN,VELOCIMETRO CON MEDIDOR DE COMBUSTIBLE ROJO M1R 250 (2010) - MOHAKA,ACCESORIOS,NA,18.86,26.4,0
8216,SN,VELOCIMETRO DIGITAL CROOS DK-PARTS,ACCESORIOS,DK PARTS,46.18,64.65,0
M03439,SN,VELOCIMETRO DIGITAL DAYTONA DY200 WOLF/RANGER SPORT CFZ250-MOTTOX,ACCESORIOS,MOTTOX,53.57,75,1
M02031,SN,VELOCIMETRO DIGITAL DY250 TEKKEN/AXXO TRACKER 250 - MOTTOX,ACCESORIOS,MOTTOX,58.31,81.65,1
8237,SN,VELOCIMETRO DIGITAL FX200 SPEED - MOTTOX,ACCESORIOS,VARROC,49.04,68.67,1
8227,SN,VELOCIMETRO DIGITAL GP200 - MOXAL,ACCESORIOS,MOXAL,65.06,91.09,1
8217,SN,VELOCIMETRO DIGITAL GY200 - ORIGINAL,ACCESORIOS,NA,52.32,73.26,1
06.061.0052,SN,VELOCIMETRO DIGITAL INDICADOR DE COMBUSTIBLE 250GY50 (2021) - MOXAL,ACCESORIOS,MOXAL,52.9,74.06,1
8228,SN,VELOCIMETRO DIGITAL PULSAR 180 - MOTOR 1,ACCESORIOS,MOTOR 1,53.53,74.95,1
8218,SN,VELOCIMETRO DIGITAL RANGER CROOS 250GY 8 - MOTTOX,ACCESORIOS,VARROC,51.2,71.69,0
VLCM001,SN,VELOCIMETRO DIGITAL SHINERAY CHIEF II - MOTTOX,ACCESORIOS,VARROC,48.21,80,0
8215,SN,VELOCIMETRO DIGITAL SHINERAY XY250GY 6A - MOTTOX,ACCESORIOS,MOTO TEK / MUONER,56.56,79.2,1
8238,SN,VELOCIMETRO ENDURO 200 - IDIRSA,ACCESORIOS,IDIRSA,16.77,23.5,1
8230,SN,VELOCIMETRO GS TITAN CHINA - S/M,ACCESORIOS,NA,20.79,29.11,1
8225,SN,VELOCIMETRO ICS 150 2 ENTRADAS - EXTREME,ACCESORIOS,EXTREME,27.71,40.5,0
8219,SN,VELOCIMETRO MECANICO 1 ENTRADA CON INDICADOR DE CARGA BATERIA SHINERAY XY200GY6-MOTTTOX,ACCESORIOS,VARROC,21.88,30.64,0
8223,SN,VELOCIMETRO MECANICO 1 ENTRADA DUKARE / BROSS - MOTTOX,ACCESORIOS,VARROC,14.89,20.85,1
M11234,SN,VELOCIMETRO MECANICO 1 ENTRADA PANEL DIGITAL MARCHAS TUNDRA RAPTOR 250/DY250 BULL/DY250SCORPION/AXXO TRZ250/THUNDER TRX200R- MOTTOX,ACCESORIOS,VARROC,34.63,48.49,1
8220,SN,VELOCIMETRO MECANICO 1ENTRADA PANEL DIGITAL DAYTONA DY200 SHARK II - MOTTOX,ACCESORIOS,VARROC,20.06,28.09,1
8236,SN,VELOCIMETRO MECANICO 2 ENTRADAS SUZUKI EN 125 - MOTTOX,ACCESORIOS,VARROC,21.39,29.95,1
M01066,SN,VELOCIMETRO MECANICO 2ENTRADAS PANEL DIGITAL SUZUKI GN125 NOVA (2018) SOCKET HEMBRA-MOTTOX,ACCESORIOS,MOTTOX,23,32.2,1
M01354,SN,VELOCIMETRO MECANICO 2ENTRADAS SUZUKI GN125 - MOTTOX,ACCESORIOS,MOTTOX,22.14,31.01,0
8231,SN,VELOCIMETRO MECANICO CG125 CHINA,ACCESORIOS,NA,13.99,19.59,1
VEL00056,SN,VELOCIMETRO MOTOR1 GNE151 1 ENTRADA -RCP-IDIRSA,ACCESORIOS,IDIRSA,29.14,40.8,1
8233,SN,VELOCIMETRO NAZCA 200/250 - MOTOR1,ACCESORIOS,MOTOR 1,47.96,67.15,1
06.061.0033,SN,VELOCIMETRO RAPTOR 250 GY4Q(2012);DYSCORPIO (20-22) - MOXAL,ACCESORIOS,MOXAL,14.14,19.8,1
8226,SN,VELOCIMETRO RKV MOTOR 1 - S/M,ACCESORIOS,NA,46.5,65.11,1
8232,SN,VELOCIMETRO STIFF (2013) - MOTOR 1,ACCESORIOS,MOTOR 1,0,39.5,0
8229,SN,VELOCIMETRO SUZUKI GIXXER GENERICO - MOTTOX,ACCESORIOS,VARROC,79.77,111.71,1
008098,SN,VELOCIMETRO TK220-PRUSS TUKO,ACCESORIOS,SGC/LONCIN MADIFRA,28.22,39.51,1
8224,SN,VELOCIMETRO TRAIL 150 MOTOR1 - MOTOR 1,ACCESORIOS,MOTOR 1,17.35,24.3,2
8240,SN,VELOCIMETRO TUKO - TUKO,ACCESORIOS,NA,55.2,77.28,1
REDIS00179,SN,VELOCIMETRO V8 - REDIS,ACCESORIOS,REDIS THE FUTURE IS NOW,59.99,83.99,1
8235,SN,VELOCIMETRO XY150 1 ENTRADA UTILITARIA - MOXAL,ACCESORIOS,MOXAL,19.2,26.9,0
10080,SN,100PORCIENTO GOGGLE (ROJO) - BRASSINTER,INDUMENTARIA,BRASSINTER,13.11,18.35,1
ABR00004,SN,ABRAZADERA "U" METALICA - RCP-IDIRSA,ACCESORIOS,IDIRSA,0.93,2,5
FH-0530,SN,ACCESORIO PARA MANUBRIOS ALUMINIO (NEGRO),ACCESORIOS,H Y H,7.14,10,1
FH-0530.,SN,ACCESORIO PARA MANUBRIOS ALUUMINIO (ROJO) - H Y H,ACCESORIOS,H Y H,7.14,10,0
06.190.0008,SN,ACELERADOR ACCION RAPIDA ALUMINIO NEGRO/DETALLE ROJO RACING UNIVERSAL (DY200WOLF;LX25015(21-22)-MOXAL,ACCESORIOS,MOXAL,6.32,10.35,0
10312,SN,AGARRADERA TUKO CR5 GT (PLATEADO) -SGP-HYH,ACCESORIOS,H Y H,25,35,2
8360,SN,AGARRADERAS ROJO/NEGRO-BRASSINTER,ACCESORIOS,BRASSINTER,13.82,19.35,2
10454,SN,ALERON PUNTA DIAMANTE - BRASSINTER,ACCESORIOS,BRASSINTER,16.42,23,3
9182,SN,AMARRA 200MM DE LARGO,REPUESTOS,NA,0.06,0.1,8
782674,SN,AMARRA 3.6*300MM -NA-CHINA,REPUESTOS,NA,0.1,0.15,133
9181,SN,AMARRA 300MM DE LARGO,REPUESTOS,NA,0.1,0.15,0
06.006.0066.,SN,APOYA PIES DELANTERO IZQUIERDO/DERECHO CHIEF II - MOXAL,REPUESTOS,MOXAL,8.92,12.5,1
06.006.0020.,SN,APOYA PIES DELANTERO IZQUIERDO/DERECHO PULSAR200NS(2014);HONDA CB190R(2016) - MOXAL,REPUESTOS,MOXAL,9.56,13.4,2
06.006.0031.,SN,APOYA PIES POSTERIOR I/D BAJAJ PULSAR135LS(13-17);P180(11-15);P220S(11-13) - MOXAL,REPUESTOS,MOXAL,10.95,15.35,1
06.006.0075,SN,APOYA PIES POSTERIOR I/D F370 (2023) - MOXAL,REPUESTOS,MOXAL,26.1,38,0
06.006.0021.,SN,APOYA PIES POSTERIOR IZQ/DER ALUMINIO GRIS SKRS200SSTANDARD VERSION (2018) - MOXAL,REPUESTOS,MOXAL,6.99,9.8,0
R250-II0317,SN,ASIENTO DELANTERO Y POSTERIOR CHIEF II - SHINERAY (R250-II0316),REPUESTOS,SHINERAY,25.32,35.45,0
9691,SN,AURICULARES BLUETOOTH BT12 (1SET) - BRASSINTER,INDUMENTARIA,BRASSINTER,18.46,25.86,2
9690,SN,AURICULARES BLUETOOTH Y20 (1SET) - BRASSINTER,INDUMENTARIA,BRASSINTER,20.72,29,1
BBA00002,SN,BASE ALOGENO 1TIMON-RCP-IDIRSA,ACCESORIOS,IDIRSA,4.22,5.91,1
BBA00003,SN,BASE ALOGENO 7/8 TIMON -RCP-IDIRSA,ACCESORIOS,IDIRSA,4.24,5.95,2
BBA00001,SN,BASE ALOGENO BARRA 30MM-RCP-IDIRSA,ACCESORIOS,IDIRSA,4.22,5.91,2
BBA00005,SN,BASE ALOGENO BARRA 40MM-RCP-IDIRSA,ACCESORIOS,IDIRSA,5.29,7.41,0
BBA00004,SN,BASE ALOGENO BARRA INVERTIDA 50MM-RCP-IDIRSA,ACCESORIOS,IDIRSA,5.27,7.4,0
06.190.0002,SN,BASE CAÑA DE ACELERADOR BC-01;AX100(10-15);SUZ.GN125(10-17) - MOXAL,REPUESTOS,MOXAL,0.71,1,4
500820005-0001,SN,BASE DE AMORTIGUADOR SX2 (ORIGINAL)-TUKO,REPUESTOS,MOTO INDUSTRIA S.A TUKO,23.28,32.6,1
RP10051,SN,BASE DE EMBRAGUE - EXTREME,REPUESTOS,EXTREME,4.28,6,0
06.146.0005,SN,BASE DE EMBRAGUE CHIEF II (20-21) - MOXAL,REPUESTOS,MOXAL,6.9,9.66,2
M03621,SN,BASE DE EMBRAGUE CHIEF II - MOTTOX,REPUESTOS,VARROC,9.85,13.8,0
0209030034,SN,BASE DE EMBRAGUE COMPLETO STIFF 150/FX200 - MOTOR 1,REPUESTOS,MOTOR 1,3.93,5.5,3
ADOO94,SN,BASE DE EMBRAGUE CROMADA MR1 200 - MOTO TEK,REPUESTOS,MOTO TEK / MUONER,3.92,5.5,4
M02020,SN,BASE DE EMBRAGUE DAYTONA DY250/TEKKEN/AXXO TRACKER 250 - MOTTOX,REPUESTOS,VARROC,6.75,9.45,1
BEMB21,SN,BASE DE EMBRAGUE ENDURO 200 - MOTO TEK,REPUESTOS,MOTO TEK / MUONER,3.92,5.5,0
06.142.0005,SN,BASE DE EMBRAGUE ENDURO 200 - MOXAL,REPUESTOS,MOXAL,4.28,6.5,2
0209030201,SN,BASE DE EMBRAGUE ENDURO 200 GY - BRASSINTER,REPUESTOS,BRASSINTER,3.93,5.5,4
0209030001,SN,BASE DE EMBRAGUE ENDURO CG200/TRAIL - MOTOR 1,REPUESTOS,MOTOR 1,3.92,5.5,1
694712500264,SN,BASE DE EMBRAGUE ENDURO IZQ -MTG-D MOTO,REPUESTOS,D MOTO,4.63,6.49,1
BEMB10,SN,BASE DE EMBRAGUE FX 200 - MOTO TEK,REPUESTOS,MOTO TEK / MUONER,3.92,5.5,0
694712500233,SN,BASE DE EMBRAGUE IZQ UNIVERSAL COMPLETO (MOTO BAJA)-MTG-D MOTO,REPUESTOS,D MOTO,3.93,5.5,3
A353162900,SN,BASE DE EMBRAGUE PULSAR 135 - VARROC,REPUESTOS,MOXAL,4.48,6.3,5
M17609K-M01,SN,BASE DE EMBRAGUE PULSAR 135/150/180/200 - DAVID Y EMILY,REPUESTOS,DAVID Y EMILY,11.21,15.7,0
271510122-0001,SN,BASE DE EMBRAGUE TUKO CR5 - TUKO,REPUESTOS,MOTO INDUSTRIA S.A TUKO,8.39,11.75,0
8273,SN,BASE DE EMBRAGUE WY125 - BRASSINTER,REPUESTOS,BRASSINTER,3.92,5.5,0
M03257,SN,BASE DE ESPEJO 10 MM PARA MANIGUETA DE EMBRAGUE SHINERAY XY200 GY6 - MOTTOX,REPUESTOS,VARROC,2.25,3.15,11
M03255,SN,BASE DE ESPEJO 10MM PARA MANIGUETA DE EMBRAGUE SHINERAY XY200GY/GY200 NEGRO - MOTTOX,REPUESTOS,VARROC,2.14,3,0
BAS33,SN,BASE DE ESPEJO UNIVERSAL #10 MIMMO - IMPORTADORA NEEKY MULTIMOTO,REPUESTOS,NA,1.42,2,2
8142,SN,BASE DE FRENO AX100 - CHINA,REPUESTOS,NA,3.92,5.5,3
BER00002,SN,BASE EXPLORADORA BAJAJ PULSAR 200NS -RCP-IDIRSA,REPUESTOS,IDIRSA,3.2,4.5,0
BER00001,SN,BASE EXPLORADORA ESPEJO UNIVERSAL -RCP-IDIRSA,REPUESTOS,IDIRSA,3.18,4.45,0
JY181247,SN,BASE TACOMETRO KTM RC 200/300 - 92MOTOSHOP,REPUESTOS,92 MOTO SHOP KTM,25.7,36,0
BAUL001,SN,BAUL POSTERIOR PLASTICO CON ESPALDAR ADVENTURE 45L NEGRO CAPACIDAD:1CASCO - MOTTOX,REPUESTOS,MOTTOX,60.5,84.7,0
BOA00002,SN,BOMBA DE ACEITE/PIÑON 23T/CADENILLA 23X38L CG200D-B;3PZS-RCP-IDIRSA,REPUESTOS,IDIRSA,7.39,14,1
BOMB0006,SN,BOMBA DE FRENO DAYTONA WOLF - MOTTOX,REPUESTOS,VARROC,10.46,14.65,0
M11772,SN,BOMBA DE FRENO DELANTERO CABALLITO - MOTTOX,REPUESTOS,VARROC,10.07,14.1,1
M01987,SN,BOMBA DE FRENO DELANTERO DAYTONA TEKKEN - MOTOX,REPUESTOS,MOXAL,13.14,18.4,3
REDIS00044,SN,BOMBA DE FRENO DELANTERO ENDURO GY200 - REDIS,REPUESTOS,REDIS THE FUTURE IS NOW,7.86,11.01,0
ADO184,SN,BOMBA DE FRENO DELANTERO GN125 - MOTO TEK,REPUESTOS,MOTO TEK / MUONER,5.71,8,2
8193,SN,BOMBA DE FRENO DELANTERO GN125 - MOXAL,REPUESTOS,MOXAL,7.49,10.5,1
06.023.0025,SN,BOMBA DE FRENO DELANTERO NEGRO MATE PULSAR 135LS-ENDURECE-INDIA-MOXAL,REPUESTOS,MOXAL,18.14,25.4,0
06.023.0036.,SN,BOMBA DE FRENO DELANTERO NEGRO MATE/CROMADO CHIEF II - MOXAL,REPUESTOS,MOXAL,19.03,26.65,0
8192,SN,BOMBA DE FRENO DELANTERO PULSAR 200 NS - ITAKA,REPUESTOS,NA,7.14,10,0
8191,SN,BOMBA DE FRENO DELANTERO SKR PLATEADA - S/M,REPUESTOS,NA,9.85,13.8,0
130070222-0001,SN,BOMBA DE FRENO FRONTAL ORIGNAL TK CR5 - SCG/LONCIN,REPUESTOS,SGC/LONCIN MADIFRA,10.46,14.65,1
3052-194,SN,BOMBA Y MANIGUETA DE EMBRAGUE GY200 NEGRO - TVR-D MOTO,REPUESTOS,D MOTO,18.86,26.4,0
8436,SN,BORDE DE BATERIA PEQUEÑO,REPUESTOS,NA,0.2,0.3,47
H009,SN,BOTAS IMPERMIABLES - D MOTO,REPUESTOS,D MOTO,6.14,9,0
9687,SN,BOTON 3 TOPES / LUJO - BRASSINTER,REPUESTOS,BRASSINTER,2.64,3.7,8
BOT-006EC,SN,BOTON FLASH PARA LUCES - FERRIMPORTACIONES,REPUESTOS,FERRIMPORTACIONES,0.71,1.25,15
CB250TKN-062,SN,BOYA DE GASOLINA TEKKEN 250 (ORIGINAL) - DAYTONA,REPUESTOS,DAYTONA,3.92,5.5,3
M03272,SN,BOYA TANQUE DE GASOLINA 2PIN BAJAJ PULSAR 200NS - MOTTOX,REPUESTOS,MOTTOX,4.61,6.45,1
M03638,SN,BOYA TANQUE DE GASOLINA 2PIN SHINERAY CHIEF II/FACTORY FR300/FR370 - MOTTOX,REPUESTOS,MOTTOX,4.24,6.5,0
M00142,SN,BOYA TANQUE DE GASOLINA 2PIN SUZUKI EN125/M1R FX200/SHINERAY GP200/SHINERAY THOR200/SHINERAY XY150/SUKIDA STIFF150/FX200/WY125-MOTTOX,REPUESTOS,MOTTOX,3.28,4.6,2
8257,SN,BROCHE PARA CASCO,REPUESTOS,NA,0.71,1,19
9419,SN,BRUJITA LA DURITA,REPUESTOS,NA,0.35,0.5,31
9791,SN,BUFF - MALES IMPORT,ACCESORIOS,MALES IMPORT,1.78,2.5,16
06.032.0007,SN,CABLE DE VELOCIMETRO 910MM GN125(2012);TD150GAA(17-23);SUZ.EN125(10-14)- MOXAL,REPUESTOS,MOXAL,1.78,2.5,3
9988,SN,CALCAMONIA SCORPIO,ACCESORIOS,DAVID Y EMILY,0.71,1,5
8386,SN,CALCOMANIA (PLANCHA),ACCESORIOS,NA,1.42,2,6
8392,SN,CALCOMANIA ALTO RELIEVE TORNASOL,ACCESORIOS,NA,1.06,1.5,49
8387,SN,CALCOMANIA COBERTOR DE TANQUE - H Y H,ACCESORIOS,H Y H,1.78,2.5,7
10120,SN,CALCOMANIA CON BRILLOS Y ALTO RELIEVE,ACCESORIOS,NA,1.06,1.5,15
10119,SN,CALCOMANIA CON BRILLOS Y ALTO RELIEVE - NA,ACCESORIOS,NA,0.71,1,3
9483,SN,CALCOMANIA LETRA IZQ/DER PULSAR,ACCESORIOS,NA,8.57,12.01,6
10118,SN,CALCOMANIA TORNASOL (PLANCHA),ACCESORIOS,NA,1.78,2.5,2
35231,SN,CANDADO DE MOTO -HONGLAI-ZHENG TUAN,ACCESORIOS,ZHENG TUAN,2.32,3.25,0
AP20033,SN,CANDADO DE SEGURIDAD - EXTREME MAX,ACCESORIOS,EXTREME,3.56,5,6
HD0868,SN,CANDADO PARA CASCO (DELGADO),ACCESORIOS,NA,2.32,3.25,0
71001,SN,CANDADO PARA CASCO 150CM - D MOTO,ACCESORIOS,D MOTO,4.28,6.01,0
10028,SN,CANDADO PARA DISCO - HONGLAI - ZHENG TUAN,ACCESORIOS,ZHENG TUAN,3.2,4.5,1
10026,SN,CANDADO PARA DISCO CON ALARMA - ZHENG TUAN,ACCESORIOS,ZHENG TUAN,7.14,10,4
TD002,SN,CANDADO PARA DISCO DE FRENO CON ALARMA TDA STALLION - FERRIMPORTACIONES,ACCESORIOS,FERRIMPORTACIONES,12.84,18,4
9682,SN,CANDADO PARA DISCO SIN ALARMA - BRASSINTER,ACCESORIOS,BRASSINTER,2.54,3.55,5
10032,SN,CANDADO PARA DISCO-HONGLAI-ZHENG TUAN,ACCESORIOS,ZHENG TUAN,2.15,3.01,3
804805,SN,CANDADO PARA MOTO - ZOLI- ZHENG TUAN,ACCESORIOS,ZHENG TUAN,1.42,2,4
SPC026,SN,CAPUCHON DE BUJIA KTM DUKE 250/375/390 ; DOMINAR250/400 BS4/BS6 - DAVID Y EMILY,ACCESORIOS,DAVID Y EMILY,3.03,4.25,4
01.083.0004,SN,CARGADOR USB 2 ENTRADAS UNIVERSAL-MOXAL,ACCESORIOS,MOXAL,14.75,20.65,1
9999,SN,CASCO 3110 COLORES - D MOTO,INDUMENTARIA,D MOTO,32.14,45,4
8275,SN,CASCO 3110 ICH - BRASSINTER,INDUMENTARIA,BRASSINTER,21.42,30,1
10000,SN,CASCO ABATIBLE MTG COLORES -D MOTO,INDUMENTARIA,D MOTO,21.42,30,4
CA30140,SN,CASCO ABATIBLE NEGRO POWER LIGHT BRILLANTE PLATA / L - EXTREME MAX,INDUMENTARIA,EXTREME,48.2,67.5,0
CA30137,SN,CASCO ABATIBLE NEGRO POWER LIGHT MATE PLATA/XL - EXTREME,INDUMENTARIA,EXTREME,48.21,67.51,1
CA30136,SN,CASCO ABATIBLE NEGRO POWER LIGHT MATE PPLATA / L - EXTREME MAX,INDUMENTARIA,EXTREME,48.21,67.5,0
CA30164,SN,CASCO ABATIBLE POWER CARBONO MATE/L - EXTREME MAX,INDUMENTARIA,EXTREME,43.57,61,1
CA30159,SN,CASCO ABATIBLE POWER LINE ROSADO MATE /S - EXTREME MAX,INDUMENTARIA,EXTREME,39.82,55.75,0
CA30109,SN,CASCO ABATIBLE POWERLINEROSADO MATE /M - EXTREME MAX,INDUMENTARIA,EXTREME,39.82,55.75,0
9657,SN,CASCO ICH 3120 ABATIBE - D MOTO,INDUMENTARIA,D MOTO,37.14,52,0
9659,SN,CASCO ICH 3120 INTEGRAL - D MOTO,INDUMENTARIA,D MOTO,37.14,52,0
0702090501J,SN,CASCO M1 ABATIBLE DOT NEGRO M - MOTOR 1,INDUMENTARIA,MOTOR 1,24.28,34,1
8717,SN,CASCO NIÑA - D MOTO,INDUMENTARIA,D MOTO,10.71,15.01,0
8718,SN,CASCO NIÑO - D MOTO,INDUMENTARIA,D MOTO,10.7,15,4
0702090203H,SN,CASCO UPRO ABATIBLE DO MATT BLACK XL - MOTOR 1,INDUMENTARIA,MOTOR 1,24,33.6,0
0702090302J,SN,CASCO UPRO ABATIBLE DOT NEGRO L - MOTOR 1,INDUMENTARIA,MOTOR 1,24.28,34,0
0702450300R,SN,CASCO X ONE ABATIBLE T2000 N.M ROJO L - MOTOR 1,INDUMENTARIA,MOTOR 1,28.75,40.25,0
0702410300Z,SN,CASCO X ONE ABATIBLE VELOCYRAP N.M AZUL L -MOTOR 1,INDUMENTARIA,MOTOR 1,28.75,40.25,0
0702410300G,SN,CASCO X ONE ABATIBLE VELOCYRAP N.M GRIS L - MOTOR 1,INDUMENTARIA,MOTOR 1,28.75,40.25,1
9658,SN,CASCO X-ONE ABATIBLE - D MOTO,INDUMENTARIA,D MOTO,32.14,45,8
0702150200T,SN,CASCO X-ONE ABATIBLE ALIEN A.M FUCSIA M - MOTOR 1,INDUMENTARIA,MOTOR 1,28.75,40.25,0
0702450400A,SN,CASCO X-ONE ABATIBLE T2000 N.M AMARILLO XL- MOTOR 1,INDUMENTARIA,MOTOR 1,28.56,40,0
06.043.0013,SN,CAUCH0 APOYA PIES DELANTERO PRO 3 LONCIN(19-24) - MOXAL,REPUESTOS,MOXAL,2.64,3.7,0
06.043.0001,SN,CAUCHO APOYA PIES I/D CG125 - MOXAL,REPUESTOS,MOXAL,1.78,2.5,0
M00405,SN,CAUCHO DE DEPURADOR SUZUKI GN125 - MOTTOX,REPUESTOS,MOTTOX,1.78,2.5,2
10201,SN,CAUCHO DE PATA - BRASSINTER,REPUESTOS,BRASSINTER,0.71,1,8
206217,SN,CAUCHO DIAFRAGMA PULSAR 200NS - ECOMOTOS,REPUESTOS,ECOMOTOS,8.62,12.08,1
9292,SN,CAUCHO GUARDALODOS,REPUESTOS,CAYAMBE MOTOS IMPORTACIONES Y DISTRIBUCIONES,1.78,2.5,2
8267,SN,CEPILLO LIMPIA CADENA - BRASSINTER,ACCESORIOS,BRASSINTER,1.78,2.5,0
10.026.0001,SN,CEPILLO PARA CADENA DE TRANSMISION UNIVERSAL - MOXAL,ACCESORIOS,MOXAL,2.85,4,1
01.090.0001,SN,CERRADURA DE BAUL - MOXAL,ACCESORIOS,MOXAL,4.1,5.75,1
7862108024417,SN,CHUBASQUERO TERMICO MOTORIZADO TELA TALLA L - PTOTECZIONA,INDUMENTARIA ,PROTECZIONA,35.71,50.01,0
7862108024400,SN,CHUBASQUERO TERMICO MOTORIZADO TELA TALLA M - PROTECZIONA,INDUMENTARIA ,PROTECZIONA,35.71,50.01,2
7862108024394,SN,CHUBASQUERO TERMICO MOTORIZADO TELA TALLA S - PROTECZION,INDUMENTARIA ,PROTECZIONA,35.71,50.01,0
7862108024424,SN,CHUBASQUERO TERMICO MOTORIZADO TELA TALLA XL - PROTECZIONA,INDUMENTARIA ,PROTECZIONA,35.71,50.01,0
7862108024431,SN,CHUBASQUERO TERMICO MOTORIZADO TELA TALLA XXL - PROTECZIONA,INDUMENTARIA ,PROTECZIONA,36.82,51.55,0
7862108024448,SN,CHUBASQUERO TERMICO MOTORIZADO TELA XXXL,INDUMENTARIA ,PROTECZIONA,36.8,51.5,0
8311,SN,CINTA DE ARO AZUL DELGADA - AMD,ACCESORIOS,AMD,1.42,2,9
8310,SN,CINTA DE ARO ROJA GRUESA - AMD,ACCESORIOS,AMD,1.78,2.5,1
9888,SN,COBERTOR DE MOTO BUENO-H Y H,ACCESORIOS,H Y H,15.72,22,0
9887,SN,COBERTOR DE MOTO COLOR PLATEADO -H Y H,ACCESORIOS,H Y H,8.07,14.65,8
01.080.0002,SN,COBERTOR DE MOTO NEGRO 183X89X119CM - MOXAL,ACCESORIOS,MOXAL,12.85,18,0
7862108024455,SN,COBERTOR PARA MOTO METALIZADO,ACCESORIOS,PROTECZIONA,12.07,16.91,1
H0103,SN,COMANDO DERECHO/ARRANQUE SUZUKI GIXXER - D MOTO,REPUESTOS,D MOTO,9.49,13.3,0
H0102,SN,COMANDO IZQUIERDO/PITO SUZUKI GIXXER150 - D MOTO,REPUESTOS,D MOTO,9.22,12.91,0
7860001102683,SN,COMANDO LUZ FX200 - EXTREME (RE10074),REPUESTOS,EXTREME,3.95,5.55,0
7860001102195,SN,COMANDO LUZ STIFF 150 - EXTREME (RE10025),REPUESTOS,EXTREME,4.81,6.75,3
M03202,SN,CONTROL DE LUCES 6PIN CON AHOGADOR Y RUN 6PIN DAYTONA DY200 SPEED/DUKARE DK200S - MOTTOX,REPUESTOS,VARROC,14.96,20.95,0
